LA.Code,LA.Name,Patient.Count,Patient.Count.QCOVID,Shielders_pct,Shielders_from_QCOVID_pct,decile_imd,quintile_imd,decile_income,quintile_income,RGN19NM,pop19,before_after
E09000015,Harrow,21750,10405,8.65981844242714,47.8390804597701,7,4,5,3,London,251160,after
E08000011,Knowsley,13050,3650,8.65028966870385,27.9693486590038,1,1,1,1,North West,150862,after
E08000013,St. Helens,15555,3055,8.61367223191295,19.6399871423979,1,1,2,1,North West,180585,after
E08000001,Bolton,24745,8530,8.60545992001391,34.4716104263488,2,1,1,1,North West,287550,after
E08000032,Bradford,45135,19605,8.36180193265355,43.436357593885,1,1,1,1,Yorkshire and The Humber,539776,after
E06000016,Leicester,29560,15795,8.34500203261213,53.4336941813261,1,1,1,1,East Midlands,354224,after
E07000137,East Lindsey,11780,4810,8.31175428817374,40.8319185059423,2,1,2,1,East Midlands,141727,after
E07000171,Bassetlaw,9730,2705,8.28374156088507,27.8006166495375,4,2,5,3,East Midlands,117459,after
E09000028,Southwark,26410,15280,8.28341122228147,57.8568723968194,3,2,2,1,London,318830,after
E09000002,Barking and Dagenham,17615,9515,8.27360431364076,54.0164632415555,1,1,1,1,London,212906,after
E06000002,Middlesbrough,11645,4445,8.26003688466449,38.1708887934736,1,1,1,1,North East,140980,after
E06000009,Blackpool,11440,4520,8.20389254621861,39.5104895104895,1,1,1,1,North West,139446,after
E06000039,Slough,12155,7755,8.12831435277754,63.8009049773756,4,2,4,2,South East,149539,after
E07000244,East Suffolk,20240,5865,8.11349269024016,28.9772727272727,5,3,5,3,East of England,249461,after
E08000028,Sandwell,26600,13515,8.09864515146902,50.8082706766917,1,1,1,1,West Midlands,328450,after
E07000073,Harlow,6970,2695,8.00532922921428,38.6657101865136,4,2,4,2,East of England,87067,after
E09000017,Hillingdon,24565,9645,8.00501841170528,39.263179320171,5,3,5,3,London,306870,after
E09000030,Tower Hamlets,25915,17715,7.98010746893717,68.358093768088,2,1,1,1,London,324745,after
E07000145,Great Yarmouth,7860,3370,7.91253926069099,42.8753180661578,1,1,1,1,East of England,99336,after
E09000013,Hammersmith and Fulham,14640,6145,7.90740130601751,41.974043715847,4,2,3,2,London,185143,after
E07000224,Arun,12710,4310,7.90629393249481,33.9103068450039,5,3,6,3,South East,160758,after
E07000076,Tendring,11580,3775,7.90114696269813,32.5993091537133,2,1,2,1,East of England,146561,after
E08000023,South Tyneside,11745,4415,7.77938215345485,37.5904640272456,1,1,1,1,North East,150976,after
E06000001,Hartlepool,7265,2535,7.7565313944674,34.8933241569167,1,1,1,1,North East,93663,after
E07000043,North Devon,7500,3090,7.72041793195738,41.2,5,3,5,3,South West,97145,after
E09000022,Lambeth,25130,15555,7.70778507762994,61.8981297254278,3,2,3,2,London,326034,after
E08000025,Birmingham,87965,50790,7.7039558037372,57.738873415563,1,1,1,1,West Midlands,1141816,after
E09000008,Croydon,29650,16000,7.66724418815133,53.9629005059022,4,2,4,2,London,386710,after
E08000031,Wolverhampton,20160,11105,7.65500822078016,55.0843253968254,1,1,1,1,West Midlands,263357,after
E07000010,Fenland,7790,2840,7.64850270004909,36.4569961489089,3,2,3,2,East of England,101850,after
E06000021,Stoke-on-Trent,19600,8005,7.64505119453925,40.8418367346939,1,1,1,1,West Midlands,256375,after
E07000156,Wellingborough,6070,2020,7.61539137089591,33.2784184514003,4,2,4,2,East Midlands,79707,after
E06000027,Torbay,10375,4095,7.61389655374861,39.4698795180723,2,1,2,1,South West,136264,after
E07000114,Thanet,10785,3270,7.599244655515,30.3198887343533,1,1,1,1,South East,141922,after
E09000014,Haringey,20390,11325,7.58988561197408,55.5419323197646,2,1,2,1,London,268647,after
E07000147,North Norfolk,7930,2505,7.56412335339623,31.5889029003783,4,2,6,3,East of England,104837,after
E07000061,Eastbourne,7835,3825,7.55217118897296,48.8194001276324,4,2,3,2,South East,103745,after
E07000112,Folkestone and Hythe,8495,2570,7.51796523770753,30.2530900529723,3,2,3,2,South East,112996,after
E06000005,Darlington,8000,2485,7.49042629888674,31.0625,3,2,3,2,North East,106803,after
E07000202,Ipswich,10255,4110,7.49015798353699,40.0780107264749,3,2,3,2,East of England,136913,after
E06000003,Redcar and Cleveland,10270,3705,7.48815165876777,36.0759493670886,2,1,1,1,North East,137150,after
E09000026,Redbridge,22715,13235,7.44212409328292,58.2654633502091,6,3,5,3,London,305222,after
E07000168,Scarborough,8075,3380,7.42480943755345,41.8575851393189,3,2,3,2,Yorkshire and The Humber,108757,after
E08000024,Sunderland,20590,7915,7.41434255775013,38.4409907722195,2,1,1,1,North East,277705,after
E07000146,King's Lynn and West Norfolk,11220,3835,7.41166445373655,34.1800356506239,3,2,5,3,East of England,151383,after
E08000004,Oldham,17570,7470,7.41006284003205,42.5156516789983,1,1,1,1,North West,237110,after
E08000017,Doncaster,23085,7195,7.40164801692905,31.1674247346762,2,1,2,1,Yorkshire and The Humber,311890,after
E06000034,Thurrock,12895,3030,7.3964242490292,23.4974796432726,5,3,4,2,East of England,174341,after
E07000090,Havant,9295,3250,7.36412612898114,34.965034965035,4,2,4,2,South East,126220,after
E07000062,Hastings,6810,3190,7.34937028523327,46.8428781204112,1,1,1,1,South East,92661,after
E08000015,Wirral,23695,7900,7.31302332328224,33.3403671660688,2,1,2,1,North West,324011,after
E07000064,Rother,7010,2925,7.29600333055787,41.7261055634808,5,3,5,3,South East,96080,after
E06000006,Halton,9440,2950,7.29464492697628,31.25,1,1,1,1,North West,129410,after
E06000008,Blackburn with Darwen,10905,5130,7.28476378794357,47.0426409903714,1,1,1,1,North West,149696,after
E06000047,County Durham,38615,12090,7.28455707855588,31.3090767836333,2,1,2,1,North East,530094,after
E09000023,Lewisham,22275,12195,7.28317235696863,54.7474747474748,2,1,2,1,London,305842,after
E06000042,Milton Keynes,19625,5425,7.28316577413094,27.6433121019108,6,3,5,3,South East,269457,after
E08000008,Tameside,16485,6425,7.27837063397103,38.9748255990294,1,1,2,1,North West,226493,after
E07000170,Ashfield,9305,3505,7.27419127878797,37.6679204728641,3,2,3,2,East Midlands,127918,after
E08000002,Bury,13860,4110,7.25692444630609,29.6536796536797,3,2,3,2,North West,190990,after
E07000108,Dover,8550,2545,7.2377276074866,29.766081871345,4,2,4,2,South East,118131,after
E07000225,Chichester,8750,3140,7.22370365478127,35.8857142857143,8,4,8,4,South East,121129,after
E07000088,Gosport,6120,2375,7.21374855607157,38.8071895424837,5,3,6,3,South East,84838,after
E07000163,Craven,4120,1225,7.21010815162227,29.7330097087379,8,4,9,5,Yorkshire and The Humber,57142,after
E09000012+E09000001,Hackney and City of London,20965,12940,7.20840596752177,61.7219174815168,,,,,London,290841,after
E07000226,Crawley,8080,3930,7.18803654511649,48.6386138613861,5,3,5,3,South East,112409,after
E07000046,Torridge,4905,1720,7.18502351062739,35.0662589194699,4,2,5,3,South West,68267,after
E07000081,Gloucester,9260,3730,7.17117898519299,40.280777537797,4,2,4,2,South West,129128,after
E06000010,"Kingston upon Hull, City of",18625,6745,7.16958325955239,36.2147651006711,1,1,1,1,Yorkshire and The Humber,259778,after
E08000037,Gateshead,14465,4745,7.1589418722625,32.8033183546492,2,1,2,1,North East,202055,after
E07000128,Wyre,8005,2350,7.14151894442908,29.3566520924422,5,3,4,2,North West,112091,after
E07000136,Boston,5010,1900,7.13949809755889,37.9241516966068,4,2,4,2,East Midlands,70173,after
E07000154,Northampton,16025,7375,7.13458884288322,46.0218408736349,4,2,4,2,East Midlands,224610,after
E07000029,Copeland,4845,1710,7.10587683146826,35.2941176470588,3,2,4,2,North West,68183,after
E07000066,Basildon,13270,5010,7.08871308073227,37.7543330821402,4,2,3,2,East of England,187199,after
E08000006,Salford,18340,6460,7.08562244527381,35.2235550708833,1,1,1,1,North West,258834,after
E08000030,Walsall,20210,9445,7.07935462627593,46.7342899554676,1,1,1,1,West Midlands,285478,after
E07000229,Worthing,7815,3685,7.06792077417021,47.1529110684581,6,3,6,3,South East,110570,after
E07000075,Rochford,6165,1370,7.0563593077557,22.2222222222222,9,5,9,5,East of England,87368,after
E08000003,Manchester,38995,19985,7.05334823770299,51.2501602769586,1,1,1,1,North West,552858,after
E07000117,Burnley,6265,2405,7.04565901934323,38.3878691141261,1,1,1,1,North West,88920,after
E07000223,Adur,4525,1805,7.03721559540287,39.8895027624309,6,3,6,3,South East,64301,after
E09000020,Kensington and Chelsea,10980,4985,7.03264608112522,45.4007285974499,4,2,5,3,London,156129,after
E08000016,Barnsley,17355,4800,7.03012970599435,27.6577355229041,2,1,2,1,Yorkshire and The Humber,246866,after
E06000033,Southend-on-Sea,12865,5570,7.02525597269625,43.2957636999611,4,2,3,2,East of England,183125,after
E08000022,North Tyneside,14600,4760,7.02216792600751,32.6027397260274,4,2,3,2,North East,207913,after
E08000005,Rochdale,15595,7065,7.01176195529018,45.3029817249118,1,1,1,1,North West,222412,after
E06000004,Stockton-on-Tees,13830,4550,7.00792508664897,32.8994938539407,3,2,2,1,North East,197348,after
E07000045,Teignbridge,9370,2795,6.98404179990012,29.82924226254,7,4,6,3,South West,134163,after
E06000055,Bedford,12100,5810,6.98243427278813,48.0165289256198,5,3,5,3,East of England,173292,after
E08000035,Leeds,55110,17400,6.94834070698831,31.5732172019597,2,1,3,2,Yorkshire and The Humber,793139,after
E08000026,Coventry,25810,11140,6.94711739040324,43.1615652847734,3,2,3,2,West Midlands,371521,after
E07000040,East Devon,10135,3875,6.92830384731071,38.2338431179082,8,4,8,4,South West,146284,after
E07000194,Lichfield,7255,2745,6.92561762572072,37.8359751895245,8,4,8,4,West Midlands,104756,after
E06000012,North East Lincolnshire,11050,4170,6.92516435514499,37.737556561086,1,1,1,1,Yorkshire and The Humber,159563,after
E06000018,Nottingham,22985,11925,6.90447581856413,51.8816619534479,1,1,1,1,East Midlands,332900,after
E07000033,Bolsover,5555,1995,6.89531044412999,35.9135913591359,3,2,3,2,East Midlands,80562,after
E07000193,East Staffordshire,8240,2835,6.88077224977871,34.4053398058252,5,3,6,3,West Midlands,119754,after
E06000057,Northumberland,22120,5165,6.86031870088142,23.3499095840868,4,2,4,2,North East,322434,after
E07000063,Lewes,7080,2560,6.85594763140566,36.1581920903955,7,4,6,3,South East,103268,after
E06000030,Swindon,15215,7115,6.84765046603628,46.7630627670062,5,3,5,3,South West,222193,after
E07000143,Breckland,9580,3645,6.8444215820759,38.0480167014614,5,3,6,3,East of England,139968,after
E06000058,"Bournemouth, Christchurch and Poole",27020,11265,6.83477895738002,41.6913397483346,6,3,5,3,South West,395331,after
E06000015,Derby,17585,8700,6.8343813884074,49.4739835086722,3,2,2,1,East Midlands,257302,after
E07000091,New Forest,12290,4230,6.82451717512744,34.4182262001627,8,4,8,4,South East,180086,after
E07000142,West Lindsey,6515,2230,6.81008080111219,34.2287029930929,5,3,4,2,East Midlands,95667,after
E07000026,Allerdale,6655,2480,6.80741809105881,37.2652141247183,4,2,5,3,North West,97761,after
E09000010,Enfield,22705,12650,6.80209949849308,55.7146003083021,3,2,2,1,London,333794,after
E07000243,Stevenage,5960,2780,6.78467755706073,46.6442953020134,5,3,5,3,East of England,87845,after
E08000021,Newcastle upon Tyne,20530,9320,6.77960504590186,45.3969800292255,2,1,2,1,North East,302820,after
E92000001,ENGLAND,3803374,1508223,6.75711378342135,39.6548695973628,,,,,,56286961,after
E08000033,Calderdale,14270,5670,6.7484807642288,39.7337070777856,3,2,3,2,Yorkshire and The Humber,211455,after
E07000047,West Devon,3765,1240,6.74779554089899,32.9349269588313,6,3,6,3,South West,55796,after
E07000213,Spelthorne,6735,2480,6.74552301590481,36.822568671121,7,4,8,4,South East,99844,after
E06000011,East Riding of Yorkshire,23010,8030,6.74437895144106,34.8978704910908,7,4,7,4,Yorkshire and The Humber,341173,after
E08000018,Rotherham,17900,6315,6.74425702024407,35.2793296089386,2,1,2,1,Yorkshire and The Humber,265411,after
E08000019,Sheffield,39365,16845,6.73075114601447,42.7918201447987,2,1,2,1,Yorkshire and The Humber,584853,after
E07000034,Chesterfield,7055,3215,6.7254528122021,45.5705173635719,3,2,3,2,East Midlands,104900,after
E06000059,Dorset,25455,9145,6.72508903378528,35.9261441759969,7,4,7,4,South West,378508,after
E07000069,Castle Point,6075,1885,6.72191732318315,31.0288065843621,6,3,6,3,East of England,90376,after
E09000031,Waltham Forest,18575,10600,6.7061877443742,57.0659488559892,3,2,3,2,London,276983,after
E09000004,Bexley,16640,6140,6.70192156657417,36.8990384615385,6,3,6,3,London,248287,after
E09000033,Westminster,17485,8735,6.69110696969581,49.9571060909351,5,3,4,2,London,261317,after
E07000246,Somerset West and Taunton,10375,3955,6.68858588788963,38.1204819277108,5,3,6,3,South West,155115,after
E07000144,Broadland,8730,2285,6.67517949580603,26.1741122565865,9,5,9,5,East of England,130783,after
E07000141,South Kesteven,9505,2610,6.67373476380385,27.4592319831668,8,4,7,4,East Midlands,142424,after
E07000122,Pendle,6145,2565,6.67122633315963,41.7412530512612,2,1,2,1,North West,92112,after
E07000189,South Somerset,11200,3515,6.65300424723039,31.3839285714286,6,3,7,4,South West,168345,after
E07000245,West Suffolk,11905,3990,6.64916641067888,33.5153296934061,6,3,8,4,East of England,179045,after
E06000013,North Lincolnshire,11450,4180,6.64569451860795,36.5065502183406,4,2,4,2,Yorkshire and The Humber,172292,after
E07000200,Babergh,6110,1890,6.63870659307228,30.9328968903437,7,4,8,4,East of England,92036,after
E06000026,Plymouth,17400,7090,6.63868752384586,40.7471264367816,2,1,3,2,South West,262100,after
E07000174,Mansfield,7255,2435,6.63690503416794,33.5630599586492,2,1,2,1,East Midlands,109313,after
E09000024,Merton,13695,7110,6.63042004764026,51.9167579408543,7,4,6,3,London,206548,after
E07000175,Newark and Sherwood,8095,3015,6.61242760637472,37.2452130945028,5,3,5,3,East Midlands,122421,after
E07000135,Oadby and Wigston,3770,1565,6.61229501008507,41.5119363395226,8,4,7,4,East Midlands,57015,after
E07000148,Norwich,9280,3515,6.60155221842032,37.8771551724138,2,1,2,1,East of England,140573,after
E08000034,Kirklees,28995,10620,6.59296432136466,36.6270046559752,3,2,3,2,Yorkshire and The Humber,439787,after
E09000011,Greenwich,18975,10225,6.58986879302082,53.8866930171278,3,2,2,1,London,287942,after
E07000074,Maldon,4275,1120,6.58441918491822,26.1988304093567,7,4,7,4,East of England,64926,after
E07000109,Gravesham,7030,2600,6.57384116178382,36.9843527738265,4,2,4,2,South East,106939,after
E07000218,North Warwickshire,4290,1325,6.57330227997058,30.8857808857809,6,3,6,3,West Midlands,65264,after
E08000010,Wigan,21600,7045,6.57210142943206,32.6157407407407,3,2,3,2,North West,328662,after
E07000173,Gedling,7745,2405,6.56934925697225,31.052291801162,7,4,6,3,East Midlands,117896,after
E07000150,Corby,4735,1615,6.5565371514027,34.1077085533263,3,2,4,2,East Midlands,72218,after
E07000197,Stafford,8990,2780,6.54865967365967,30.9232480533927,8,4,8,4,West Midlands,137280,after
E07000127,West Lancashire,7460,2270,6.52634157437055,30.4289544235925,5,3,4,2,North West,114306,after
E06000052+E06000053,Cornwall and Isles of Scilly,37270,13290,6.51799049321269,35.6587067346391,,,,,South West,571802,after
E07000139,North Kesteven,7605,2075,6.50472565539067,27.284681130835,9,5,8,4,East Midlands,116915,after
E07000153,Kettering,6615,2645,6.49956767803804,39.9848828420257,5,3,5,3,East Midlands,101776,after
E07000140,South Holland,6175,2545,6.49870025994801,41.2145748987854,6,3,6,3,East Midlands,95019,after
E07000103,Watford,6265,3505,6.48705178251551,55.9457302474062,7,4,7,4,East of England,96577,after
E07000203,Mid Suffolk,6715,1775,6.46325617209683,26.4333581533879,8,4,9,5,East of England,103895,after
E07000098,Hertsmere,6760,2830,6.44306560298897,41.8639053254438,8,4,7,4,East of England,104919,after
E07000119,Fylde,5200,1980,6.43723693983659,38.0769230769231,7,4,7,4,North West,80780,after
E06000046,Isle of Wight,9120,3725,6.4329094102461,40.844298245614,4,2,4,2,South East,141771,after
E06000044,Portsmouth,13800,6420,6.421442032526,46.5217391304348,2,1,4,2,South East,214905,after
E07000167,Ryedale,3545,1045,6.40122788010112,29.4781382228491,7,4,8,4,Yorkshire and The Humber,55380,after
E09000003,Barnet,25300,12300,6.39100308435366,48.6166007905138,6,3,5,3,London,395869,after
E07000028,Carlisle,6945,2815,6.39043780709987,40.5327573794096,4,2,5,3,North West,108678,after
E07000072,Epping Forest,8405,2930,6.38246170902657,34.8602022605592,7,4,7,4,East of England,131689,after
E07000092,Rushmoor,6020,2765,6.3637036332308,45.9302325581395,7,4,6,3,South East,94599,after
E07000121,Lancaster,9265,3325,6.34423917062682,35.887749595251,3,2,4,2,North West,146038,after
E07000219,Nuneaton and Bedworth,8230,3120,6.33647205561929,37.910085054678,4,2,4,2,West Midlands,129883,after
E09000019,Islington,15350,8410,6.330758412485,54.7882736156352,2,1,2,1,London,242467,after
E06000050,Cheshire West and Chester,21655,7090,6.3121044914901,32.7407065342877,6,3,5,3,North West,343071,after
E06000024,North Somerset,13570,5340,6.31010174283429,39.3515106853353,7,4,6,3,South West,215052,after
E07000099,North Hertfordshire,8425,2805,6.30755409148761,33.2937685459941,9,5,8,4,East of England,133570,after
E07000011,Huntingdonshire,11210,3560,6.29906216460725,31.757359500446,8,4,8,4,East of England,177963,after
E07000125,Rossendale,4500,1825,6.29529112224056,40.5555555555556,3,2,3,2,North West,71482,after
E08000007,Stockport,18445,6540,6.28614662108969,35.4567633505015,5,3,5,3,North West,293423,after
E07000221,Stratford-on-Avon,8165,2585,6.27603806361358,31.6595223515003,9,5,9,5,West Midlands,130098,after
E08000027,Dudley,20135,7485,6.26096095722584,37.1740749937919,3,2,2,1,West Midlands,321596,after
E09000029,Sutton,12880,5615,6.24185239569855,43.5947204968944,8,4,7,4,London,206349,after
E06000007,Warrington,13095,4640,6.23529859914101,35.4333715158457,5,3,5,3,North West,210014,after
E07000239,Wyre Forest,6315,2635,6.23451244434353,41.7260490894695,4,2,4,2,West Midlands,101291,after
E08000036,Wakefield,21705,7870,6.23148211947909,36.258926514628,2,1,3,2,Yorkshire and The Humber,348312,after
E07000105,Ashford,8095,2695,6.22539067306509,33.2921556516368,5,3,5,3,South East,130032,after
E06000031,Peterborough,12590,6390,6.2246921027,50.7545671167593,2,1,2,1,East of England,202259,after
E07000085,East Hampshire,7610,2205,6.2219969257939,28.9750328515112,9,5,10,5,South East,122308,after
E07000012,South Cambridgeshire,9895,3015,6.2199062142489,30.4699343102577,10,5,10,5,East of England,159086,after
E07000120,Hyndburn,5040,1735,6.21892081981171,34.4246031746032,1,1,2,1,North West,81043,after
E07000031,South Lakeland,6530,1950,6.21383982947625,29.8621745788668,8,4,10,5,North West,105088,after
E07000078,Cheltenham,7215,2780,6.20346327790484,38.5308385308385,7,4,7,4,South West,116306,after
E07000067,Braintree,9455,2975,6.19577468480512,31.4648334214701,7,4,7,4,East of England,152604,after
E07000038,North East Derbyshire,6285,2640,6.19443732628965,42.0047732696897,6,3,5,3,East Midlands,101462,after
E08000009,Trafford,14615,5265,6.15746943384144,36.0246322271639,7,4,6,3,North West,237354,after
E06000045,Southampton,15475,5225,6.12822746713132,33.7641357027464,2,1,4,2,South East,252520,after
E07000215,Tandridge,5400,2070,6.12738145218941,38.3333333333333,9,5,9,5,South East,88129,after
E07000149,South Norfolk,8625,2590,6.12223168654174,30.0289855072464,8,4,8,4,East of England,140880,after
E09000016,Havering,15865,6270,6.11245530760695,39.5209580838323,6,3,6,3,London,259552,after
E07000030,Eden,3255,875,6.11233169962256,26.8817204301075,6,3,9,5,North West,53253,after
E07000065,Wealden,9855,3645,6.10311193683233,36.986301369863,8,4,9,5,South East,161475,after
E07000132,Hinckley and Bosworth,6880,2500,6.0811766369679,36.3372093023256,8,4,8,4,East Midlands,113136,after
E07000110,Maidstone,10445,4505,6.07882392653033,43.1306845380565,6,3,7,4,South East,171826,after
E07000165,Harrogate,9745,3480,6.05915526235614,35.7106208311955,9,5,10,5,Yorkshire and The Humber,160831,after
E07000199,Tamworth,4645,1770,6.05637842912277,38.1054897739505,4,2,4,2,West Midlands,76696,after
E07000188,Sedgemoor,7455,2815,6.05221711669292,37.7598926894702,4,2,5,3,South West,123178,after
E07000009,East Cambridgeshire,5435,1780,6.04964381121995,32.7506899724011,9,5,9,5,East of England,89840,after
E07000106,Canterbury,9985,3460,6.03709929017981,34.6519779669504,6,3,6,3,South East,165394,after
E07000082,Stroud,7240,2305,6.03514387649628,31.8370165745856,9,5,8,4,South West,119964,after
E07000123,Preston,8625,4180,6.02577985817585,48.463768115942,2,1,2,1,North West,143135,after
E06000038,Reading,9705,4770,5.99888737792063,49.1499227202473,5,3,5,3,South East,161780,after
E07000235,Malvern Hills,4720,1870,5.99761112099418,39.6186440677966,7,4,7,4,West Midlands,78698,after
E07000210,Mole Valley,5230,2070,5.99461287179781,39.5793499043977,10,5,10,5,South East,87245,after
E07000080,Forest of Dean,5200,1465,5.99140463872982,28.1730769230769,6,3,6,3,South West,86791,after
E07000217,Woking,6035,2440,5.98751897453196,40.4308202154101,9,5,9,5,South East,100793,after
E07000008,Cambridge,7460,3040,5.97765989839581,40.7506702412869,7,4,8,4,East of England,124798,after
E09000007,Camden,16135,9000,5.97528413614834,55.7793616361946,5,3,3,2,London,270029,after
E07000044,South Hams,5195,1780,5.97098983954761,34.2637151106834,8,4,7,4,South West,87004,after
E07000079,Cotswold,5365,1705,5.97026551823908,31.780055917987,9,5,9,5,South West,89862,after
E07000087,Fareham,6910,2475,5.94495539132604,35.8176555716353,10,5,10,5,South East,116233,after
E06000056,Central Bedfordshire,17150,4695,5.94149275241817,27.3760932944606,9,5,8,4,East of England,288648,after
E09000006,Bromley,19725,7290,5.93525829281209,36.958174904943,8,4,7,4,London,332336,after
E06000054,Wiltshire,29675,10250,5.93471513367358,34.5408593091828,8,4,8,4,South West,500024,after
E06000019,"Herefordshire, County of",11415,3995,5.9206124449562,34.9978098992554,5,3,6,3,West Midlands,192801,after
E07000107,Dartford,6640,2630,5.89666625224233,39.6084337349398,5,3,7,4,South East,112606,after
E07000036,Erewash,6800,2465,5.89402882873512,36.25,5,3,5,3,East Midlands,115371,after
E07000211,Reigate and Banstead,8760,3565,5.88915481216554,40.6963470319635,9,5,9,5,South East,148748,after
E06000020,Telford and Wrekin,10585,4465,5.88532921147153,42.1823334907889,3,2,2,1,West Midlands,179854,after
E07000172,Broxtowe,6695,2740,5.87110748642937,40.9260642270351,7,4,7,4,East Midlands,114033,after
E07000102,Three Rivers,5475,2045,5.86672095839182,37.351598173516,10,5,9,5,East of England,93323,after
E07000111,Sevenoaks,7075,2275,5.8592132505176,32.1554770318021,8,4,8,4,South East,120750,after
E07000037,High Peak,5425,1635,5.85435866445082,30.1382488479263,7,4,6,3,East Midlands,92666,after
E07000113,Swale,8780,2590,5.85013525939153,29.498861047836,2,1,3,2,South East,150082,after
E07000042,Mid Devon,4800,1590,5.83154134927288,33.125,6,3,7,4,South West,82311,after
E07000192,Cannock Chase,5870,1870,5.82560886048312,31.8568994889268,5,3,4,2,West Midlands,100762,after
E07000032,Amber Valley,7465,2680,5.82534120970448,35.9008707300737,6,3,5,3,East Midlands,128147,after
E06000023,"Bristol, City of",26990,12125,5.82463091607913,44.9240459429418,3,2,3,2,South West,463377,after
E07000083,Tewkesbury,5520,1880,5.80936444290089,34.0579710144928,9,5,8,4,South West,95019,after
E06000035,Medway,16175,5725,5.80673186002097,35.3941267387944,3,2,4,2,South East,278556,after
E07000238,Wychavon,7500,2455,5.79450372007139,32.7333333333333,7,4,7,4,West Midlands,129433,after
E07000198,Staffordshire Moorlands,5690,1655,5.78046426575913,29.0861159929701,7,4,7,4,West Midlands,98435,after
E06000049,Cheshire East,22120,7265,5.75813740394427,32.8435804701628,7,4,8,4,North West,384152,after
E07000089,Hart,5580,1435,5.7482513160199,25.7168458781362,10,5,10,5,South East,97073,after
E07000227,Horsham,8255,3005,5.74097127080276,36.4021804966687,10,5,10,5,South East,143791,after
E07000134,North West Leicestershire,5945,2155,5.73780776172414,36.2489486963835,7,4,7,4,East Midlands,103611,after
E07000216,Waverley,7235,2605,5.72715470837819,36.0055286800277,10,5,10,5,South East,126328,after
E07000236,Redditch,4875,1980,5.71773730075885,40.6153846153846,4,2,4,2,West Midlands,85261,after
E06000051,Shropshire,18475,6605,5.71740691225985,35.7510148849797,6,3,7,4,West Midlands,323136,after
E07000214,Surrey Heath,5105,2025,5.71636526510274,39.6669931439765,10,5,10,5,South East,89305,after
E07000195,Newcastle-under-Lyme,7395,2970,5.71302755695645,40.1622718052738,5,3,6,3,West Midlands,129441,after
E06000025,South Gloucestershire,16260,5000,5.70340204775284,30.750307503075,9,5,8,4,South West,285093,after
E07000212,Runnymede,5085,1760,5.68639291465378,34.6116027531957,9,5,9,5,South East,89424,after
E09000032,Wandsworth,18655,9495,5.65856884162377,50.8978826051997,6,3,6,3,London,329677,after
E06000043,Brighton and Hove,16450,6690,5.65515581759114,40.6686930091185,5,3,4,2,South East,290885,after
E07000164,Hambleton,5175,1805,5.64993340175121,34.8792270531401,9,5,9,5,Yorkshire and The Humber,91594,after
E07000228,Mid Sussex,8515,2990,5.63825138059356,35.1145038167939,10,5,10,5,South East,151022,after
E07000130,Charnwood,10400,3875,5.59588057099504,37.2596153846154,8,4,7,4,East Midlands,185851,after
E07000222,Warwick,8035,2935,5.58944856802988,36.5276913503423,9,5,9,5,West Midlands,143753,after
E09000021,Kingston upon Thames,9915,4165,5.58569521201981,42.0070600100857,9,5,8,4,London,177507,after
E07000035,Derbyshire Dales,4035,1355,5.5789837538887,33.5811648079306,9,5,9,5,East Midlands,72325,after
E07000138,Lincoln,5530,2670,5.56903896313155,48.2820976491863,2,1,3,2,East Midlands,99299,after
E07000129,Blaby,5615,1825,5.53060299824676,32.5022261798753,9,5,9,5,East Midlands,101526,after
E08000029,Solihull,11940,4510,5.51822307670977,37.7721943048576,6,3,5,3,West Midlands,216374,after
E07000181,West Oxfordshire,6105,2170,5.51774626501451,35.5446355446356,10,5,10,5,South East,110643,after
E07000070,Chelmsford,9835,3815,5.51326322398368,38.7900355871886,8,4,8,4,East of England,178388,after
E07000177,Cherwell,8270,3145,5.49490707826422,38.0290205562273,7,4,8,4,South East,150503,after
E06000014,York,11550,3785,5.4838617781956,32.7705627705628,9,5,9,5,Yorkshire and The Humber,210618,after
E07000196,South Staffordshire,6125,2095,5.44754349140845,34.2040816326531,8,4,7,4,West Midlands,112436,after
E07000133,Melton,2785,955,5.43849713917475,34.2908438061041,8,4,9,5,East Midlands,51209,after
E07000234,Bromsgrove,5430,2030,5.43646939858432,37.3848987108656,9,5,9,5,West Midlands,99881,after
E07000220,Rugby,5920,2365,5.4344333777023,39.9493243243243,8,4,7,4,West Midlands,108935,after
E07000151,Daventry,4670,1265,5.43339150668994,27.0877944325482,8,4,9,5,East Midlands,85950,after
E07000116,Tunbridge Wells,6450,2495,5.4327684377211,38.6821705426357,9,5,9,5,South East,118724,after
E09000027,Richmond upon Thames,10745,3580,5.42624697630025,33.3178222429037,10,5,9,5,London,198019,after
E07000169,Selby,4915,1550,5.42374751710439,31.5361139369278,8,4,8,4,Yorkshire and The Humber,90620,after
E07000178,Oxford,8260,4270,5.41792111874168,51.6949152542373,6,3,7,4,South East,152457,after
E07000071,Colchester,10545,3275,5.41585775476873,31.0573731626363,6,3,6,3,East of England,194706,after
E07000152,East Northamptonshire,5100,1965,5.39528388714336,38.5294117647059,8,4,8,4,East Midlands,94527,after
E07000093,Test Valley,6800,2395,5.38998097653773,35.2205882352941,9,5,9,5,South East,126160,after
E07000118,Chorley,6370,2200,5.38844149692089,34.5368916797488,6,3,6,3,North West,118216,after
E07000237,Worcester,5440,2400,5.37432573946375,44.1176470588235,5,3,5,3,West Midlands,101222,after
